ID,dateTimeMeasured,SampleName,d17O,d17OError,d18O,d18OError,Dp17O,Dp17OError,nSamCycles,nSamPoints,nRefPoints,pCO2Ref,pCO2Ref_error,pCO2Sam,pCO2Sam_error,pCO2Mismatch,pCO2Mismatch_error,PCellRef,PCellRef_error,PCellSam,PCellSam_error,PCellMismatch,PCellMismatch_error,TCellSam,TCellSam_error,TCellRef,TCellRef_error,TCellMismatch,TCellMismatch_error,TIntSam,TIntSam_error,TIntRef,TIntRef_error,TIntMismatch,TIntMismatch_error,measurementPeriod
15493,2023-06-19 15:09:42,lightVsRef,-0.601,0.005,-0.751,0.019,-204.4,7.7,7.0,1741.0,2070.0,418.165,0.34849,418.322,0.56106,0.16029,0.2994,41.7848,0.0013,41.7865,0.00095,0.0016,0.00096,24.6117,0.00248,24.6117,0.00248,-5e-05,0.00049,32.9946,0.04061,32.984,0.03227,0.0118,0.03452,2023-06-16 to 2023-07-13
15495,2023-06-19 20:47:47,lightVsRef,-0.588,0.016,-0.708,0.026,-214.0,14.3,10.0,2674.0,2894.0,417.096,0.40153,417.119,0.56372,0.01993,0.17145,41.8148,0.00127,41.8158,0.00085,0.00095,0.00112,24.548,0.00439,24.548,0.00439,6e-05,0.00034,32.5998,0.03176,32.6037,0.02886,-0.00326,0.01029,2023-06-16 to 2023-07-13
15507,2023-06-21 08:57:30,lightVsRef,-0.594,0.005,-0.741,0.019,-203.3,10.5,10.0,2909.0,3143.0,415.769,0.44186,415.891,0.65321,0.11837,0.2368,41.9566,0.00094,41.9567,0.00207,3e-05,0.00205,24.5357,0.0028,24.5357,0.0028,8e-05,0.00023,32.5614,0.02741,32.5627,0.02435,0.00026,0.01383,2023-06-16 to 2023-07-13
15509,2023-06-21 14:49:51,lightVsRef,-0.603,0.006,-0.724,0.016,-220.7,6.2,10.0,2658.0,3156.0,415.99,0.42313,416.32,0.58731,0.33217,0.18812,41.9146,0.00146,41.9139,0.00111,-0.00064,0.00137,24.5515,0.00352,24.5515,0.00352,0.00022,0.00035,32.6291,0.02095,32.634,0.02714,-0.00551,0.01539,2023-06-16 to 2023-07-13
15511,2023-06-21 20:40:54,lightVsRef,-0.6,0.006,-0.748,0.015,-205.2,10.7,10.0,2638.0,3098.0,415.621,0.49089,416.082,0.60145,0.47054,0.24908,41.9297,0.00085,41.9297,0.00152,3e-05,0.00164,24.5591,0.00265,24.5591,0.00265,4e-05,0.00035,32.6429,0.02074,32.6515,0.02139,-0.00853,0.01279,2023-06-16 to 2023-07-13
15525,2023-06-23 12:54:59,lightVsRef,-0.612,0.008,-0.725,0.008,-229.1,8.4,10.0,2914.0,3148.0,414.758,0.45058,414.613,0.6482,-0.14488,0.14538,42.0376,0.00169,42.0386,0.00196,0.00093,0.00203,24.5477,0.00261,24.5477,0.00261,-0.00017,0.00033,32.5816,0.02255,32.5883,0.02316,-0.00668,0.01422,2023-06-16 to 2023-07-13
15531,2023-06-23 19:34:07,lightVsRef,-0.603,0.006,-0.717,0.012,-224.6,3.7,10.0,2918.0,3123.0,414.321,0.43972,414.169,0.63632,-0.15951,0.20994,42.1347,0.00135,42.1351,0.00206,0.00043,0.002,24.5462,0.00263,24.5462,0.00263,-5e-05,0.00038,32.5682,0.02291,32.5715,0.02019,-0.0037,0.00933,2023-06-16 to 2023-07-13
15535,2023-06-24 01:34:31,lightVsRef,-0.602,0.007,-0.714,0.008,-225.3,6.1,10.0,2900.0,3102.0,414.196,0.47755,414.116,0.71409,-0.09526,0.42652,42.1836,0.00118,42.1822,0.00102,-0.00137,0.00105,24.5467,0.00266,24.5467,0.00266,-0.00019,0.00044,32.5869,0.02051,32.5863,0.01769,0.00144,0.01132,2023-06-16 to 2023-07-13
15540,2023-06-24 07:34:53,lightVsRef,-0.592,0.011,-0.727,0.014,-208.3,9.1,10.0,2873.0,3168.0,413.899,0.65632,413.934,0.7937,0.04456,0.60211,42.2552,0.00144,42.2527,0.00166,-0.00249,0.00161,24.5507,0.00282,24.5507,0.00282,6e-05,0.00035,32.6023,0.02412,32.6052,0.02272,-0.00294,0.01477,2023-06-16 to 2023-07-13
15546,2023-06-24 19:34:35,lightVsRef,-0.599,0.008,-0.713,0.014,-222.6,6.1,10.0,2915.0,3156.0,414.3,0.48436,414.313,0.65687,0.01804,0.17961,42.1304,0.00192,42.1292,0.002,-0.00143,0.00173,24.5545,0.0028,24.5545,0.0028,9e-05,0.0003,32.5968,0.02669,32.5966,0.02928,-0.00009,0.01133,2023-06-16 to 2023-07-13
15548,2023-06-25 01:35:38,lightVsRef,-0.612,0.01,-0.752,0.02,-214.9,6.4,10.0,2870.0,3116.0,414.014,0.40024,413.869,0.61673,-0.15693,0.19153,42.2295,0.00132,42.2281,0.0018,-0.00139,0.00198,24.5498,0.00261,24.5498,0.00261,9e-05,0.00031,32.5884,0.02369,32.5891,0.01761,-0.00072,0.01445,2023-06-16 to 2023-07-13
15559,2023-06-26 17:09:49,lightVsRef,-0.602,0.006,-0.751,0.015,-205.3,8.1,10.0,2654.0,3119.0,415.919,0.44874,416.289,0.58013,0.3516,0.16187,41.9179,0.00088,41.9175,0.00133,-0.00039,0.00113,24.5497,0.00267,24.5497,0.00267,-7e-05,0.00027,32.5641,0.02028,32.566,0.02377,-0.00229,0.00907,2023-06-16 to 2023-07-13
15561,2023-06-26 23:00:35,lightVsRef,-0.601,0.007,-0.718,0.011,-222.2,3.3,10.0,2736.0,3101.0,415.91,0.41702,415.848,0.60999,-0.05231,0.16335,41.9395,0.00121,41.9385,0.00166,-0.00107,0.00134,24.5481,0.00339,24.5481,0.00339,-5e-05,0.00032,32.5757,0.02462,32.573,0.02796,0.00394,0.01164,2023-06-16 to 2023-07-13
15604,2023-06-30 13:53:34,lightVsRef,-0.595,0.009,-0.71,0.019,-220.0,9.7,10.0,2871.0,3124.0,416.204,0.45015,416.231,0.63217,0.01276,0.18461,41.9771,0.0015,41.978,0.00233,0.00096,0.00199,24.5571,0.00273,24.5571,0.00273,-0.00016,0.00044,32.5917,0.02685,32.5924,0.02457,-0.00067,0.01096,2023-06-16 to 2023-07-13
15606,2023-06-30 19:48:53,lightVsRef,-0.597,0.004,-0.711,0.014,-222.2,9.4,9.0,2543.0,2836.0,416.297,0.61955,416.15,0.65191,-0.09257,0.47169,41.9679,0.01025,41.965,0.00112,-0.00147,0.00568,24.5582,0.00264,24.5582,0.00264,-0.00017,0.00025,32.589,0.02146,32.5938,0.02151,-0.0047,0.00984,2023-06-16 to 2023-07-13
15608,2023-07-01 01:44:53,lightVsRef,-0.61,0.004,-0.734,0.007,-222.0,2.4,10.0,2827.0,3121.0,415.943,0.41986,415.891,0.64928,-0.05106,0.29083,42.0106,0.00134,42.0095,0.00192,-0.00112,0.0017,24.5559,0.00264,24.5559,0.00264,-8e-05,0.00034,32.5797,0.0255,32.582,0.01999,-0.00238,0.0151,2023-06-16 to 2023-07-13
15629,2023-07-03 16:39:52,lightVsRef,-0.619,0.011,-0.743,0.012,-226.2,12.7,10.0,2907.0,3157.0,416.166,0.45513,416.0,0.65402,-0.17725,0.27702,41.9862,0.00119,41.9854,0.00128,-0.00074,0.00145,24.5612,0.00255,24.5612,0.00255,0.00021,0.00021,32.5908,0.0226,32.5907,0.02168,-0.00015,0.0133,2023-06-16 to 2023-07-13
15631,2023-07-03 22:41:59,lightVsRef,-0.59,0.011,-0.703,0.009,-219.0,6.6,10.0,2899.0,3109.0,416.025,0.42794,416.02,0.62849,0.00103,0.13214,42.0149,0.00147,42.0145,0.00207,-0.00039,0.00197,24.5623,0.00266,24.5623,0.00266,0.00035,0.00026,32.5902,0.02373,32.5925,0.02393,-0.00265,0.00876,2023-06-16 to 2023-07-13
15633,2023-07-04 04:41:38,lightVsRef,-0.596,0.008,-0.725,0.014,-213.4,6.6,8.0,2327.0,2589.0,416.075,0.42445,415.88,0.63333,-0.18605,0.10453,42.0295,0.00182,42.0291,0.00154,-0.0003,0.00252,24.5629,0.00255,24.5629,0.00255,4e-05,0.00023,32.5955,0.02452,32.5998,0.02486,-0.00272,0.01129,2023-06-16 to 2023-07-13
15650,2023-07-06 08:49:44,lightVsRef,-0.585,0.015,-0.73,0.021,-199.6,7.1,10.0,2910.0,3133.0,415.748,0.4533,415.654,0.68111,-0.10888,0.18286,41.9616,0.00162,41.9622,0.00167,0.00071,0.00193,24.5644,0.00273,24.5644,0.00273,4e-05,0.00026,32.6179,0.02306,32.6206,0.02112,-0.00161,0.00827,2023-06-16 to 2023-07-13
15654,2023-07-06 14:52:36,lightVsRef,-0.592,0.009,-0.745,0.021,-198.3,12.5,10.0,2904.0,3140.0,415.579,0.46498,415.449,0.6573,-0.13324,0.30704,41.9939,0.00122,41.9934,0.00112,-0.00052,0.00114,24.5625,0.00262,24.5625,0.00262,0.00022,0.0003,32.6156,0.02292,32.6221,0.01913,-0.00625,0.01082,2023-06-16 to 2023-07-13
15660,2023-07-06 20:52:58,lightVsRef,-0.621,0.014,-0.768,0.022,-215.8,8.3,10.0,2902.0,3139.0,415.078,0.48068,415.16,0.63276,0.07309,0.26513,42.0246,0.00125,42.024,0.00147,-0.00051,0.00185,24.5643,0.00277,24.5643,0.00277,0.00013,0.00036,32.6231,0.02556,32.6245,0.02158,-0.00221,0.01891,2023-06-16 to 2023-07-13
15682,2023-07-09 09:52:43,lightVsRef,-0.603,0.008,-0.733,0.018,-215.7,5.6,10.0,2896.0,3135.0,414.723,0.41886,415.06,0.66586,0.33461,0.27257,42.0296,0.00159,42.0307,0.00261,0.00111,0.00268,24.5633,0.00268,24.5633,0.00268,9e-05,0.00033,32.6177,0.02418,32.6286,0.01926,-0.0108,0.01346,2023-06-16 to 2023-07-13
15684,2023-07-09 15:53:10,lightVsRef,-0.613,0.022,-0.75,0.036,-217.7,9.8,10.0,2891.0,3108.0,415.368,0.43172,415.515,0.62919,0.14565,0.15371,42.0435,0.00124,42.0438,0.00199,0.00031,0.00234,24.5613,0.00268,24.5613,0.00268,0.0002,0.0004,32.6204,0.02201,32.6268,0.02172,-0.00653,0.01359,2023-06-16 to 2023-07-13
15688,2023-07-10 03:54:17,lightVsRef,-0.604,0.013,-0.755,0.026,-205.1,4.8,10.0,2882.0,3101.0,414.534,0.4363,414.365,0.62774,-0.17604,0.16515,42.1578,0.00168,42.1583,0.00175,0.00053,0.00174,24.5549,0.00261,24.5549,0.00261,2e-05,0.00024,32.6057,0.02283,32.6025,0.01993,0.00362,0.01336,2023-06-16 to 2023-07-13
15695,2023-07-10 20:28:07,lightVsRef,-0.614,0.008,-0.756,0.009,-215.2,11.0,10.0,2917.0,3128.0,413.736,0.44633,413.608,0.6219,-0.12541,0.18807,42.1983,0.00154,42.1972,0.00087,-0.00094,0.00094,24.5576,0.0027,24.5576,0.0027,-3e-05,0.00028,32.5978,0.02319,32.6012,0.02124,-0.0032,0.01091,2023-06-16 to 2023-07-13
15697,2023-07-11 02:29:15,lightVsRef,-0.599,0.014,-0.72,0.029,-218.9,6.0,10.0,2903.0,3116.0,413.765,0.45146,413.556,0.62426,-0.22293,0.13661,42.2558,0.00134,42.2551,0.00152,-0.00066,0.00166,24.5539,0.00261,24.5539,0.00261,0.0,0.00027,32.5795,0.02465,32.5876,0.02606,-0.0081,0.01049,2023-06-16 to 2023-07-13
15494,2023-06-19 17:55:48,heavyVsRef,39.677,0.006,76.793,0.012,-155.0,7.3,10.0,2626.0,2930.0,417.03,0.38705,416.812,0.55844,-0.23414,0.19599,41.8789,0.00139,41.8796,0.00126,0.00049,0.00094,24.5547,0.00325,24.5547,0.00325,-0.00012,0.00045,32.6234,0.06413,32.6202,0.08434,-0.00708,0.01197,2023-06-16 to 2023-07-13
15496,2023-06-19 23:39:30,heavyVsRef,39.663,0.01,76.792,0.015,-168.4,8.6,10.0,2618.0,3056.0,417.406,0.42624,416.556,0.56121,-0.86674,0.15856,41.8112,0.00132,41.8109,0.00124,-0.00035,0.00146,24.5345,0.00411,24.5345,0.00411,0.00026,0.00038,32.5434,0.02224,32.5476,0.02765,-0.00339,0.01458,2023-06-16 to 2023-07-13
15502,2023-06-20 18:09:44,heavyVsRef,39.644,0.011,76.748,0.009,-164.5,7.8,10.0,2670.0,2915.0,418.057,0.3897,417.432,0.58482,-0.62183,0.18022,41.8229,0.00117,41.824,0.00092,0.00121,0.00106,24.5434,0.00475,24.5434,0.00475,-0.00018,0.00036,32.6395,0.02279,32.6424,0.0239,-0.00359,0.01106,2023-06-16 to 2023-07-13
15508,2023-06-21 11:57:50,heavyVsRef,39.664,0.01,76.795,0.025,-168.6,8.2,10.0,2585.0,3092.0,416.004,0.68212,415.349,0.57054,-0.58188,0.38185,41.9279,0.00982,41.9244,0.0021,-0.00206,0.00487,24.542,0.00403,24.542,0.00403,0.0001,0.00015,32.5931,0.02665,32.593,0.0243,-0.0015,0.01239,2023-06-16 to 2023-07-13
15510,2023-06-21 17:46:08,heavyVsRef,39.676,0.006,76.801,0.011,-159.9,6.4,10.0,2654.0,3104.0,415.85,0.46645,415.75,0.5828,-0.10733,0.19798,41.923,0.00157,41.9226,0.001,-0.00037,0.0015,24.5564,0.00259,24.5564,0.00259,1e-05,0.00029,32.6452,0.01927,32.6437,0.0252,0.0018,0.01016,2023-06-16 to 2023-07-13
15512,2023-06-21 23:39:17,heavyVsRef,39.684,0.011,76.812,0.015,-157.5,8.4,10.0,2613.0,3092.0,415.704,0.43913,415.331,0.56546,-0.36907,0.16469,41.9211,0.00142,41.9219,0.00213,0.00078,0.00176,24.5546,0.003,24.5546,0.003,-5e-05,0.00038,32.6116,0.02592,32.6144,0.02766,-0.00199,0.01022,2023-06-16 to 2023-07-13
15524,2023-06-23 09:55:36,heavyVsRef,39.669,0.006,76.788,0.009,-160.7,6.0,10.0,2912.0,3098.0,415.157,0.57697,414.487,0.69212,-0.65334,0.32395,42.0631,0.00147,42.0613,0.00159,-0.00176,0.00215,24.5432,0.00289,24.5432,0.00289,1e-05,0.00025,32.5766,0.02097,32.5792,0.02648,-0.00098,0.01185,2023-06-16 to 2023-07-13
15528,2023-06-23 15:56:42,heavyVsRef,39.672,0.004,76.765,0.008,-146.3,2.1,10.0,2860.0,3138.0,414.403,0.42928,413.867,0.60996,-0.53651,0.19981,42.1627,0.0009,42.1597,0.00144,-0.00299,0.00152,24.5475,0.00274,24.5475,0.00274,-4e-05,0.00032,32.5908,0.02076,32.5884,0.02017,0.00298,0.01057,2023-06-16 to 2023-07-13
15534,2023-06-23 22:35:19,heavyVsRef,39.686,0.017,76.812,0.039,-156.0,4.9,10.0,2891.0,3099.0,414.012,0.41102,413.368,0.65591,-0.64372,0.29483,42.1891,0.00135,42.1893,0.00225,0.00026,0.00227,24.5446,0.00266,24.5446,0.00266,-4e-05,0.00034,32.5712,0.02336,32.5704,0.02216,0.00152,0.0132,2023-06-16 to 2023-07-13
15536,2023-06-24 04:34:23,heavyVsRef,39.65,0.009,76.749,0.013,-159.7,5.0,10.0,2913.0,3119.0,414.17,0.41924,413.56,0.63912,-0.60694,0.17344,42.1654,0.00218,42.1642,0.00163,-0.0013,0.00238,24.548,0.00266,24.548,0.00266,0.00012,0.00045,32.5799,0.02279,32.5842,0.02516,-0.00367,0.01019,2023-06-16 to 2023-07-13
18610,2023-06-24 10:36:11,heavyVsRef,39.668,0.013,76.784,0.015,-158.8,6.9,10.0,2882.0,3091.0,414.153,0.43387,413.646,0.63356,-0.51557,0.27143,42.2069,0.00129,42.2063,0.00178,-0.00068,0.00225,24.5518,0.00261,24.5518,0.00261,0.00012,0.0003,32.594,0.02208,32.6032,0.02463,-0.00922,0.01081,2023-06-16 to 2023-07-13
15545,2023-06-24 16:35:38,heavyVsRef,39.673,0.009,76.766,0.015,-145.4,5.7,10.0,2865.0,3113.0,414.398,0.40707,413.65,0.60604,-0.76257,0.17889,42.1968,0.00073,42.196,0.00155,-0.00081,0.00151,24.5534,0.00259,24.5534,0.00259,7e-05,0.00038,32.6046,0.0207,32.6001,0.02087,0.00471,0.00871,2023-06-16 to 2023-07-13
15547,2023-06-24 22:36:10,heavyVsRef,39.679,0.009,76.769,0.016,-141.2,4.3,10.0,2910.0,3086.0,413.775,0.39769,413.169,0.65113,-0.61426,0.23564,42.2018,0.0018,42.2018,0.00184,-0.00013,0.00209,24.5485,0.00264,24.5485,0.00264,-0.00011,0.00022,32.5674,0.02353,32.5707,0.02039,-0.00378,0.01266,2023-06-16 to 2023-07-13
15549,2023-06-25 04:35:33,heavyVsRef,39.677,0.009,76.781,0.016,-149.2,3.1,10.0,2885.0,3056.0,414.255,0.41287,413.672,0.6272,-0.59702,0.27661,42.1679,0.00169,42.1666,0.00252,-0.00144,0.00257,24.5506,0.00264,24.5506,0.00264,3e-05,0.00041,32.6008,0.02528,32.5969,0.023,0.00398,0.01903,2023-06-16 to 2023-07-13
15560,2023-06-26 20:05:46,heavyVsRef,39.661,0.005,76.765,0.01,-157.0,2.9,9.0,2426.0,2803.0,415.856,0.43873,415.231,0.59985,-0.63266,0.25681,41.9608,0.00091,41.9593,0.00192,-0.00159,0.00181,24.5469,0.00272,24.5469,0.00272,4e-05,0.00035,32.5486,0.02,32.5554,0.02191,-0.00662,0.00902,2023-06-16 to 2023-07-13
15562,2023-06-27 01:58:08,heavyVsRef,39.67,0.01,76.775,0.014,-153.1,4.5,9.0,2411.0,2795.0,416.032,0.47322,415.322,0.57969,-0.69178,0.16104,41.9552,0.00116,41.9546,0.00164,-0.00056,0.00189,24.5535,0.00274,24.5535,0.00274,0.00019,0.00051,32.5883,0.0201,32.5907,0.0184,-0.00216,0.01158,2023-06-16 to 2023-07-13
15564,2023-06-27 07:42:11,heavyVsRef,39.673,0.009,76.747,0.017,-136.4,2.4,8.0,2186.0,2528.0,415.777,0.44557,415.21,0.60073,-0.56427,0.26346,41.9254,0.00137,41.9256,0.00187,9e-05,0.00218,24.5559,0.00265,24.5559,0.00265,0.0001,0.00036,32.5965,0.03332,32.6023,0.02343,-0.00502,0.02722,2023-06-16 to 2023-07-13
15607,2023-06-30 22:45:29,heavyVsRef,39.655,0.007,76.75,0.014,-155.4,5.5,10.0,2886.0,3096.0,415.892,0.47359,415.364,0.65947,-0.53426,0.34107,42.0178,0.00139,42.0164,0.00154,-0.00136,0.00159,24.5551,0.00285,24.5551,0.00285,-2e-05,0.00033,32.5728,0.02756,32.5688,0.02281,0.00507,0.01324,2023-06-16 to 2023-07-13
15609,2023-07-01 04:44:23,heavyVsRef,39.669,0.005,76.801,0.01,-166.9,7.9,10.0,2623.0,3082.0,416.284,0.41746,415.623,0.572,-0.67995,0.22389,41.9875,0.00102,41.9863,0.00191,-0.00128,0.00167,24.556,0.00277,24.556,0.00277,-8e-05,0.00048,32.5852,0.02213,32.589,0.02166,-0.00363,0.0148,2023-06-16 to 2023-07-13
15630,2023-07-03 19:41:49,heavyVsRef,39.666,0.008,76.758,0.014,-148.8,5.2,10.0,2910.0,3111.0,416.066,0.41827,415.498,0.63678,-0.57148,0.18147,42.0187,0.00139,42.0187,0.00245,7e-05,0.00236,24.5618,0.00262,24.5618,0.00262,0.00014,0.00033,32.5894,0.02747,32.595,0.02564,-0.00579,0.01182,2023-06-16 to 2023-07-13
15632,2023-07-04 01:42:18,heavyVsRef,39.67,0.007,76.765,0.012,-148.4,6.5,10.0,2903.0,3089.0,415.849,0.41633,415.2,0.63131,-0.64824,0.19477,42.0601,0.00156,42.0584,0.00205,-0.00174,0.00229,24.5609,0.00263,24.5609,0.00263,9e-05,0.00034,32.5888,0.02476,32.5952,0.02294,-0.00612,0.01149,2023-06-16 to 2023-07-13
15634,2023-07-04 07:41:51,heavyVsRef,39.655,0.009,76.755,0.007,-157.4,9.5,10.0,2917.0,3115.0,416.017,0.45086,415.486,0.67479,-0.54661,0.23425,42.0417,0.00184,42.0426,0.00188,0.00084,0.00165,24.5667,0.00279,24.5667,0.00279,7e-05,0.00025,32.6175,0.02855,32.6229,0.02942,-0.0079,0.01869,2023-06-16 to 2023-07-13
15656,2023-07-06 17:54:08,heavyVsRef,39.669,0.015,76.785,0.027,-158.9,3.1,9.0,2574.0,2876.0,415.567,0.41149,415.105,0.6291,-0.46044,0.19051,42.0604,0.00125,42.0585,0.00136,-0.00181,0.00074,24.5649,0.00275,24.5649,0.00275,0.00011,0.00027,32.6427,0.01991,32.6456,0.02091,-0.00334,0.00768,2023-06-16 to 2023-07-13
